"Document","Motif","Probability","Overlap Score","Precursor Mass","Retention Time","Document Annotation"
"document_3189","motif_386","0.054","0.793","471.3776","None","None"
"document_3189","motif_346","0.054","0.745","471.3776","None","None"
"document_319","motif_191","0.340","0.120","396.3303","None","None"
"document_319","motif_202","0.291","0.769","396.3303","None","None"
"document_319","motif_335","0.109","0.308","396.3303","None","None"
"document_319","motif_170","0.103","0.364","396.3303","None","None"
"document_319","motif_230","0.082","0.772","396.3303","None","None"
"document_319","motif_47","0.061","0.920","396.3303","None","None"
"document_3190","motif_57","0.686","0.023","317.2092","None","None"
"document_3190","motif_97","0.167","0.053","317.2092","None","None"
"document_3191","motif_348","0.813","0.084","566.2846","None","None"
"document_3191","motif_308","0.111","0.410","566.2846","None","None"
"document_3191","motif_248","0.060","0.144","566.2846","None","None"
"document_3192","motif_168","0.760","0.553","352.1738","None","None"
"document_3192","motif_96","0.126","0.784","352.1738","None","None"
"document_3193","motif_194","0.975","0.058","477.3642","None","None"
"document_3194","motif_278","0.637","0.111","526.4444","None","None"
"document_3194","motif_220","0.107","0.445","526.4444","None","None"
"document_3194","motif_232","0.051","0.195","526.4444","None","None"
"document_3195","motif_69","0.958","0.261","787.5795","None","None"
"document_3196","motif_160","0.324","0.542","564.3145","None","None"
"document_3196","motif_282","0.273","0.211","564.3145","None","None"
"document_3196","motif_95","0.065","0.162","564.3145","None","None"
"document_3196","motif_232","0.056","0.200","564.3145","None","None"
"document_3197","motif_298","0.850","0.021","477.3642","None","None"
"document_3197","motif_96","0.091","0.623","477.3642","None","None"
"document_3197","motif_194","0.059","0.054","477.3642","None","None"
"document_3198","motif_168","0.850","0.409","320.1473","None","None"
"document_3199","motif_140","0.498","0.136","322.1632","None","None"
"document_3199","motif_96","0.214","0.819","322.1632","None","None"
"document_3199","motif_45","0.123","0.126","322.1632","None","None"
"document_3199","motif_147","0.090","0.165","322.1632","None","None"
"document_32","motif_144","0.571","0.318","154.9896","None","None"
"document_32","motif_243","0.340","0.323","154.9896","None","None"
"document_32","motif_79","0.089","0.218","154.9896","None","None"
"document_320","motif_202","0.563","0.755","790.5848","None","None"
"document_320","motif_255","0.318","0.218","790.5848","None","None"
"document_320","motif_230","0.086","0.761","790.5848","None","None"
"document_3200","motif_69","0.924","0.171","425.2666","None","None"
"document_3200","motif_152","0.053","0.563","425.2666","None","None"
"document_3201","motif_310","0.850","0.326","594.3296","None","None"
"document_3201","motif_54","0.089","0.314","594.3296","None","None"
"document_3202","motif_11","0.417","0.241","508.2150","None","None"
"document_3202","motif_325","0.152","0.232","508.2150","None","None"
"document_3202","motif_50","0.105","0.134","508.2150","None","None"
"document_3202","motif_108","0.080","0.294","508.2150","None","None"
"document_3202","motif_95","0.055","0.179","508.2150","None","None"
"document_3203","motif_103","0.999","0.056","475.3232","None","None"
"document_3204","motif_365","0.790","0.055","336.2152","None","None"
"document_3204","motif_157","0.074","0.554","336.2152","None","None"
"document_3204","motif_324","0.059","0.980","336.2152","None","None"
"document_3205","motif_238","0.804","0.061","509.4655","None","None"
"document_3205","motif_223","0.174","0.390","509.4655","None","None"
"document_3206","motif_155","0.967","0.078","522.2423","None","None"
"document_3207","motif_163","0.411","0.115","574.3353","None","None"
"document_3207","motif_42","0.142","0.226","574.3353","None","None"
"document_3207","motif_324","0.094","0.981","574.3353","None","None"
"document_3207","motif_128","0.059","0.807","574.3353","None","None"
"document_3207","motif_177","0.056","0.227","574.3353","None","None"
"document_3208","motif_199","0.912","0.165","279.1325","None","None"
"document_3209","motif_45","0.903","0.088","322.1633","None","None"
"document_321","motif_329","0.803","0.845","844.5316","None","None"
"document_321","motif_83","0.068","0.231","844.5316","None","None"
"document_3210","motif_251","0.824","0.144","249.1224","None","None"
"document_3210","motif_371","0.085","0.910","249.1224","None","None"
"document_3211","motif_52","0.730","0.198","324.1788","None","None"
"document_3211","motif_371","0.119","0.804","324.1788","None","None"
"document_3211","motif_253","0.076","0.443","324.1788","None","None"
"document_3212","motif_299","0.853","0.122","265.1536","None","None"
"document_3212","motif_146","0.099","0.033","265.1536","None","None"
"document_3213","motif_38","0.886","0.215","480.3906","None","None"
"document_3213","motif_137","0.069","0.828","480.3906","None","None"
"document_3214","motif_13","0.840","0.098","624.4230","None","None"
"document_3214","motif_35","0.160","0.176","624.4230","None","None"
"document_3215","motif_123","0.741","0.166","516.2241","None","None"
"document_3215","motif_148","0.104","0.243","516.2241","None","None"
"document_3215","motif_81","0.073","0.076","516.2241","None","None"
"document_3216","motif_242","0.908","0.017","170.1644","None","None"
"document_3216","motif_114","0.070","0.202","170.1644","None","None"
"document_3217","motif_208","0.393","0.284","534.2672","None","None"
"document_3217","motif_95","0.220","0.501","534.2672","None","None"
"document_3217","motif_160","0.063","0.169","534.2672","None","None"
"document_3218","motif_3","0.870","0.117","294.1320","None","None"
"document_3218","motif_31","0.058","0.353","294.1320","None","None"
"document_3219","motif_48","0.535","0.098","347.2104","None","None"
"document_3219","motif_152","0.439","0.609","347.2104","None","None"
"document_322","motif_136","0.999","0.032","238.1767","None","None"
"document_3220","motif_253","0.982","0.258","277.1171","None","None"
"document_3221","motif_67","0.400","0.263","536.2827","None","None"
"document_3221","motif_95","0.180","0.376","536.2827","None","None"
"document_3221","motif_160","0.100","0.271","536.2827","None","None"
"document_3221","motif_108","0.068","0.185","536.2827","None","None"
"document_3222","motif_49","0.637","0.176","568.3764","None","None"
"document_3222","motif_128","0.304","0.242","568.3764","None","None"
"document_3223","motif_309","0.918","0.235","337.1378","None","None"
"document_3224","motif_247","0.809","0.021","417.2511","None","None"
"document_3224","motif_142","0.109","0.039","417.2511","None","None"
"document_3224","motif_352","0.076","0.312","417.2511","None","None"
"document_3225","motif_272","0.884","0.599","524.2830","None","None"
"document_3226","motif_125","0.889","0.091","267.1328","None","None"
"document_3227","motif_87","0.707","0.297","391.2574","None","None"
"document_3228","motif_178","0.713","0.510","399.2358","None","None"
"document_3228","motif_95","0.077","0.361","399.2358","None","None"
"document_3228","motif_232","0.053","0.438","399.2358","None","None"
"document_3229","motif_265","0.414","0.249","520.2515","None","None"
"document_3229","motif_95","0.148","0.285","520.2515","None","None"
"document_3229","motif_160","0.087","0.182","520.2515","None","None"
"document_3229","motif_232","0.062","0.274","520.2515","None","None"
"document_323","motif_66","0.999","0.017","459.3533","None","None"
"document_3230","motif_325","0.929","0.896","508.2151","None","None"
"document_3231","motif_255","0.474","0.428","570.4547","None","None"
"document_3231","motif_202","0.386","0.623","570.4547","None","None"
"document_3231","motif_230","0.106","0.766","570.4547","None","None"
"document_3232","motif_140","0.506","0.023","257.0982","None","None"
"document_3232","motif_315","0.294","0.069","257.0982","None","None"
"document_3232","motif_3","0.113","0.105","257.0982","None","None"
"document_3233","motif_168","0.891","0.662","338.1581","None","None"
"document_3233","motif_253","0.105","0.586","338.1581","None","None"
"document_3234","motif_321","0.412","0.440","351.2147","None","None"
"document_3234","motif_147","0.285","0.349","351.2147","None","None"
"document_3234","motif_38","0.073","0.458","351.2147","None","None"
"document_3234","motif_160","0.060","0.309","351.2147","None","None"
"document_3235","motif_55","0.469","0.512","380.2047","None","None"
"document_3235","motif_273","0.172","0.388","380.2047","None","None"
"document_3235","motif_383","0.085","0.138","380.2047","None","None"
"document_3235","motif_324","0.059","0.981","380.2047","None","None"
"document_3235","motif_285","0.058","0.648","380.2047","None","None"
"document_3236","motif_65","0.564","0.237","490.3520","None","None"
"document_3236","motif_84","0.234","0.404","490.3520","None","None"
"document_3236","motif_137","0.079","0.797","490.3520","None","None"
"document_3237","motif_378","0.393","0.773","455.3822","None","None"
"document_3237","motif_29","0.373","0.579","455.3822","None","None"
"document_3237","motif_110","0.079","0.470","455.3822","None","None"
"document_3237","motif_137","0.057","0.511","455.3822","None","None"
"document_3238","motif_363","0.926","0.099","609.5177","None","None"
"document_3239","motif_267","0.363","0.404","481.3977","None","None"
"document_3239","motif_378","0.294","0.756","481.3977","None","None"
"document_3239","motif_29","0.104","0.569","481.3977","None","None"
"document_3239","motif_137","0.072","0.628","481.3977","None","None"
"document_3239","motif_10","0.057","0.637","481.3977","None","None"
"document_3239","motif_110","0.054","0.476","481.3977","None","None"
"document_324","motif_109","0.552","0.564","372.3457","None","None"
"document_324","motif_220","0.241","0.607","372.3457","None","None"
"document_3240","motif_5","0.505","0.295","494.2359","None","None"
"document_3240","motif_42","0.181","0.365","494.2359","None","None"
"document_3240","motif_108","0.085","0.435","494.2359","None","None"
"document_3241","motif_249","0.506","0.434","522.2672","None","None"
"document_3241","motif_108","0.147","0.506","522.2672","None","None"
"document_3241","motif_160","0.123","0.475","522.2672","None","None"
"document_3241","motif_95","0.074","0.240","522.2672","None","None"
"document_3242","motif_258","0.366","0.205","450.2459","None","None"
"document_3242","motif_55","0.192","0.266","450.2459","None","None"
"document_3242","motif_165","0.168","0.056","450.2459","None","None"
"document_3242","motif_273","0.075","0.126","450.2459","None","None"
"document_3243","motif_6","0.647","0.120","450.2459","None","None"
"document_3243","motif_136","0.221","0.206","450.2459","None","None"
"document_3244","motif_258","0.596","0.345","450.2459","None","None"
"document_3244","motif_273","0.067","0.207","450.2459","None","None"
"document_3244","motif_245","0.057","0.699","450.2459","None","None"
"document_3245","motif_341","0.777","0.515","478.2408","None","None"
"document_3246","motif_258","0.569","0.139","450.2459","None","None"
"document_3246","motif_245","0.136","0.701","450.2459","None","None"
"document_3246","motif_344","0.082","0.291","450.2459","None","None"
"document_3246","motif_55","0.061","0.121","450.2459","None","None"
"document_3247","motif_84","0.260","0.032","381.2985","None","None"
"document_3247","motif_141","0.200","0.224","381.2985","None","None"
"document_3247","motif_137","0.146","0.733","381.2985","None","None"
"document_3247","motif_110","0.140","0.479","381.2985","None","None"
"document_3247","motif_220","0.104","0.208","381.2985","None","None"
"document_3247","motif_157","0.064","0.511","381.2985","None","None"
"document_3248","motif_140","0.767","0.027","523.3215","None","None"
"document_3248","motif_157","0.183","0.501","523.3215","None","None"
"document_3249","motif_140","0.999","0.026","811.6972","None","None"
"document_325","motif_252","0.947","0.537","482.3665","None","None"
